index,league,player_id,salary,season,season_end,season_start,team
3344,NBA,diopde01,7372200,2012-13,2013,2012,Charlotte Bobcats
3345,NBA,divacvl01,770000,1990-91,1991,1990,Los Angeles Lakers
3346,NBA,divacvl01,942000,1991-92,1992,1991,Los Angeles Lakers
3347,NBA,divacvl01,3633000,1992-93,1993,1992,Los Angeles Lakers
3348,NBA,divacvl01,4133000,1993-94,1994,1993,Los Angeles Lakers
3349,NBA,divacvl01,3333300,1994-95,1995,1994,Los Angeles Lakers
3350,NBA,divacvl01,3333000,1995-96,1996,1995,Los Angeles Lakers
3351,NBA,divacvl01,4718000,1996-97,1997,1996,Charlotte Hornets
3352,NBA,divacvl01,4833333,1997-98,1998,1997,Charlotte Hornets
3353,NBA,divacvl01,8300000,1998-99,1999,1998,Sacramento Kings
3354,NBA,divacvl01,8837774,1999-00,2000,1999,Sacramento Kings
3355,NBA,divacvl01,9640000,2000-01,2001,2000,Sacramento Kings
3356,NBA,divacvl01,10444642,2001-02,2002,2001,Sacramento Kings
3357,NBA,divacvl01,11248076,2002-03,2003,2002,Sacramento Kings
3358,NBA,divacvl01,12051510,2003-04,2004,2003,Sacramento Kings
3359,NBA,divacvl01,4903000,2004-05,2005,2004,Los Angeles Lakers
3360,NBA,divacvl01,2000000,2005-06,2006,2005,Los Angeles Lakers
3361,NBA,dixonju01,1172400,2002-03,2003,2002,Washington Wizards
3362,NBA,dixonju01,1260360,2003-04,2004,2003,Washington Wizards
3363,NBA,dixonju01,1348200,2004-05,2005,2004,Washington Wizards
3364,NBA,dixonju01,2500000,2005-06,2006,2005,Portland Trail Blazers
3365,NBA,dixonju01,2550000,2006-07,2007,2006,Toronto Raptors
3366,NBA,dixonju01,2550000,2007-08,2008,2007,Detroit Pistons
3367,NBA,dixonju01,998398,2008-09,2009,2008,Washington Wizards
3368,NBA,doleami01,1050000,1998-99,1999,1998,Orlando Magic
3369,NBA,doleami01,1357320,1999-00,2000,1999,Orlando Magic
3370,NBA,doleami01,1452000,2000-01,2001,2000,Orlando Magic
3371,NBA,doleami01,2000856,2001-02,2002,2001,Cleveland Cavaliers
3372,NBA,doleami01,1400000,2002-03,2003,2002,New York Knicks
3373,NBA,doleami01,1540000,2003-04,2004,2003,New York Knicks
3374,NBA,doleami01,2400000,2004-05,2005,2004,Miami Heat
3375,NBA,doleami01,2640000,2005-06,2006,2005,Miami Heat
3376,NBA,doleami01,2880000,2006-07,2007,2006,Miami Heat
3377,NBA,doleami01,3120000,2007-08,2008,2007,Minnesota Timberwolves
3378,NBA,donalja01,470000,1984-85,1985,1984,Los Angeles Clippers
3379,NBA,donalja01,515000,1985-86,1986,1985,Dallas Mavericks
3380,NBA,donalja01,500000,1987-88,1988,1987,Dallas Mavericks
3381,NBA,donalja01,600000,1988-89,1989,1988,Dallas Mavericks
3382,NBA,donalja01,880000,1990-91,1991,1990,Dallas Mavericks
3383,NBA,donalja01,880000,1991-92,1992,1991,Dallas Mavericks
3384,NBA,doolike01,1538880,2000-01,2001,2000,Los Angeles Clippers
3385,NBA,doolike01,1654320,2001-02,2002,2001,Los Angeles Clippers
3386,NBA,doolike01,1769760,2002-03,2003,2002,Los Angeles Clippers
3387,NBA,doolike01,2256444,2003-04,2004,2003,Los Angeles Clippers
3388,NBA,doolike01,745046,2004-05,2005,2004,Miami Heat
3389,NBA,doolike01,3100000,2005-06,2006,2005,Orlando Magic
3390,NBA,doolike01,3348000,2006-07,2007,2006,Orlando Magic
3391,NBA,doolike01,3596000,2007-08,2008,2007,Orlando Magic
3392,NBA,doolike01,3300000,2008-09,2009,2008,New Jersey Nets
3393,NBA,doolike01,3564000,2009-10,2010,2009,New Jersey Nets
3394,NBA,doolike01,2000000,2010-11,2011,2010,Milwaukee Bucks
3395,NBA,doolike01,2246400,2011-12,2012,2011,Boston Celtics
3396,NBA,doolike01,1352181,2012-13,2013,2012,Boston Celtics
3397,NBA,dorsejo01,816500,2008-09,2009,2008,Houston Rockets
3398,NBA,dorsejo01,881000,2009-10,2010,2009,Sacramento Kings
3399,NBA,dorsejo01,854389,2010-11,2011,2010,Toronto Raptors
3400,NBA,dorsejo01,948163,2014-15,2015,2014,Houston Rockets
3401,NBA,dorsejo01,1015421,2015-16,2016,2015,Denver Nuggets
3402,NBA,dorsety01,815615,2017-18,2018,2017,Atlanta Hawks
3403,NBA,dotsoda01,1100000,2017-18,2018,2017,New York Knicks
3404,NBA,doubyqu01,1240920,2006-07,2007,2006,Sacramento Kings
3405,NBA,doubyqu01,1333920,2007-08,2008,2007,Sacramento Kings
3406,NBA,doubyqu01,1427040,2008-09,2009,2008,Sacramento Kings
3407,NBA,doubyqu01,85519,2009-10,2010,2009,Toronto Raptors
3408,NBA,douglsh01,325000,1990-91,1991,1990,Miami Heat
3409,NBA,douglsh01,1250000,1991-92,1992,1991,Miami Heat
3410,NBA,douglsh01,1869000,1992-93,1993,1992,Boston Celtics
3411,NBA,douglsh01,2300000,1993-94,1994,1993,Boston Celtics
3412,NBA,douglsh01,2731000,1994-95,1995,1994,Boston Celtics
3413,NBA,douglsh01,3163000,1995-96,1996,1995,Milwaukee Bucks
3414,NBA,douglsh01,3594000,1996-97,1997,1996,Milwaukee Bucks
3415,NBA,douglsh01,4025000,1997-98,1998,1997,Denver Nuggets
3416,NBA,douglsh01,272250,1997-98,1998,1997,New Jersey Nets
3417,NBA,douglsh01,2200000,1998-99,1999,1998,Los Angeles Clippers
3418,NBA,douglsh01,1000000,1999-00,2000,1999,New Jersey Nets
3419,NBA,douglsh01,1100000,2000-01,2001,2000,New Jersey Nets
3420,NBA,douglto01,996240,2009-10,2010,2009,New York Knicks
3421,NBA,douglto01,1071000,2010-11,2011,2010,New York Knicks
3422,NBA,douglto01,1145640,2011-12,2012,2011,New York Knicks
3423,NBA,douglto01,2067880,2012-13,2013,2012,Sacramento Kings
3424,NBA,douglto01,1600000,2013-14,2014,2013,Golden State Warriors
3425,NBA,douglto01,268974,2014-15,2015,2014,New Orleans Pelicans
3426,NBA,douglto01,1164858,2015-16,2016,2015,New Orleans Pelicans
3427,NBA,douglto01,600000,2015-16,2016,2015,Indiana Pacers
3428,NBA,douglto01,603558,2016-17,2017,2016,Memphis Grizzlies
3429,NBA,douglch01,442411,2008-09,2009,2008,New Jersey Nets
3430,NBA,douglch01,736000,2009-10,2010,2009,New Jersey Nets
3431,NBA,douglch01,854389,2010-11,2011,2010,Milwaukee Bucks
3432,NBA,douglch01,72892,2012-13,2013,2012,Dallas Mavericks
3433,NBA,douglch01,915243,2014-15,2015,2014,Boston Celtics
3434,NBA,dowdeza01,242374,2010-11,2011,2010,Phoenix Suns
3435,NBA,dragigo01,1700000,2008-09,2009,2008,Phoenix Suns
3436,NBA,dragigo01,1836000,2009-10,2010,2009,Phoenix Suns
3437,NBA,dragigo01,1972000,2010-11,2011,2010,Houston Rockets
3438,NBA,dragigo01,2108000,2011-12,2012,2011,Houston Rockets
3439,NBA,dragigo01,7500000,2012-13,2013,2012,Phoenix Suns
3440,NBA,dragigo01,7500000,2013-14,2014,2013,Phoenix Suns
3441,NBA,dragigo01,7500000,2014-15,2015,2014,Miami Heat
3442,NBA,dragigo01,14780000,2015-16,2016,2015,Miami Heat
3443,NBA,dragigo01,15890000,2016-17,2017,2016,Miami Heat
3444,NBA,dragigo01,17000450,2017-18,2018,2017,Miami Heat
3445,NBA,dragizo01,1962103,2014-15,2015,2014,Miami Heat
3446,NBA,dragizo01,2050397,2015-16,2016,2015,Boston Celtics
3447,NBA,dreilgr01,180000,1987-88,1988,1987,Indiana Pacers
3448,NBA,dreilgr01,200000,1988-89,1989,1988,Indiana Pacers
3449,NBA,dreilgr01,300000,1990-91,1991,1990,Indiana Pacers
3450,NBA,dreilgr01,600000,1991-92,1992,1991,Indiana Pacers
3451,NBA,dreilgr01,650000,1992-93,1993,1992,Indiana Pacers
3452,NBA,dreilgr01,300000,1993-94,1994,1993,Dallas Mavericks
3453,NBA,dreilgr01,150000,1994-95,1995,1994,Cleveland Cavaliers
3454,NBA,dreilgr01,247500,1996-97,1997,1996,Dallas Mavericks
3455,NBA,drewbr01,857000,1998-99,1999,1998,Houston Rockets
3456,NBA,drewbr01,1105560,1999-00,2000,1999,Houston Rockets
3457,NBA,drewbr01,1182600,2000-01,2001,2000,Chicago Bulls
3458,NBA,drewbr01,1300000,2001-02,2002,2001,Charlotte Hornets
3459,NBA,drewbr01,1300000,2002-03,2003,2002,New Orleans Hornets
3460,NBA,drewbr01,1300000,2003-04,2004,2003,New Orleans Hornets
3461,NBA,drewjo01,250000,1984-85,1985,1984,Utah Jazz
3462,NBA,drewla01,700000,1984-85,1985,1984,Kansas City Kings
3463,NBA,drewla01,600000,1985-86,1986,1985,Sacramento Kings
3464,NBA,drewla01,600000,1987-88,1988,1987,Los Angeles Clippers
3465,NBA,drewla01,550000,1990-91,1991,1990,Los Angeles Lakers
3466,NBA,drewla01,600000,1991-92,1992,1991,Los Angeles Lakers
3467,NBA,drewla02,59686,2014-15,2015,2014,Philadelphia 76ers
3468,NBA,drewla02,148318,2017-18,2018,2017,New Orleans Pelicans
3469,NBA,drewla02,74159,2017-18,2018,2017,Philadelphia 76ers
3470,NBA,drexlcl01,175000,1984-85,1985,1984,Portland Trail Blazers
3471,NBA,drexlcl01,420000,1985-86,1986,1985,Portland Trail Blazers
3472,NBA,drexlcl01,350000,1987-88,1988,1987,Portland Trail Blazers
3473,NBA,drexlcl01,1200000,1988-89,1989,1988,Portland Trail Blazers
3474,NBA,drexlcl01,1100000,1989-90,1990,1989,Portland Trail Blazers
3475,NBA,drexlcl01,1180000,1990-91,1991,1990,Portland Trail Blazers
3476,NBA,drexlcl01,1378000,1991-92,1992,1991,Portland Trail Blazers
3477,NBA,drexlcl01,1378000,1992-93,1993,1992,Portland Trail Blazers
3478,NBA,drexlcl01,1578000,1993-94,1994,1993,Portland Trail Blazers
3479,NBA,drexlcl01,1578000,1994-95,1995,1994,Portland Trail Blazers
3480,NBA,drexlcl01,9810000,1995-96,1996,1995,Houston Rockets
3481,NBA,drexlcl01,5500000,1996-97,1997,1996,Houston Rockets
3482,NBA,drexlcl01,5500000,1997-98,1998,1997,Houston Rockets
3483,NBA,drobnpr01,478558,2001-02,2002,2001,Seattle SuperSonics
3484,NBA,drobnpr01,526413,2002-03,2003,2002,Seattle SuperSonics
3485,NBA,drobnpr01,2500000,2003-04,2004,2003,Los Angeles Clippers
3486,NBA,drobnpr01,2550000,2004-05,2005,2004,Atlanta Hawks
3487,NBA,drumman01,2356320,2012-13,2013,2012,Detroit Pistons
3488,NBA,drumman01,2462400,2013-14,2014,2013,Detroit Pistons
3489,NBA,drumman01,2568360,2014-15,2015,2014,Detroit Pistons
3490,NBA,drumman01,3272091,2015-16,2016,2015,Detroit Pistons
3491,NBA,drumman01,22116750,2016-17,2017,2016,Detroit Pistons
3492,NBA,drumman01,23775506,2017-18,2018,2017,Detroit Pistons
3493,NBA,duckwke01,175000,1987-88,1988,1987,Portland Trail Blazers
3494,NBA,duckwke01,2000000,1988-89,1989,1988,Portland Trail Blazers
3495,NBA,duckwke01,2100000,1989-90,1990,1989,Portland Trail Blazers
3496,NBA,duckwke01,1710000,1990-91,1991,1990,Portland Trail Blazers
3497,NBA,duckwke01,2013000,1991-92,1992,1991,Portland Trail Blazers
3498,NBA,duckwke01,2213000,1992-93,1993,1992,Portland Trail Blazers
3499,NBA,duckwke01,2313000,1993-94,1994,1993,Washington Bullets
3500,NBA,duckwke01,2612500,1994-95,1995,1994,Washington Bullets
3501,NBA,duckwke01,2863000,1995-96,1996,1995,Milwaukee Bucks
3502,NBA,duckwke01,247500,1996-97,1997,1996,Los Angeles Clippers
3503,NBA,dudlech02,75000,1987-88,1988,1987,Cleveland Cavaliers
3504,NBA,dudlech02,225000,1988-89,1989,1988,Cleveland Cavaliers
3505,NBA,dudlech02,950000,1990-91,1991,1990,New Jersey Nets
3506,NBA,dudlech02,1000000,1991-92,1992,1991,New Jersey Nets
3507,NBA,dudlech02,1200000,1992-93,1993,1992,New Jersey Nets
3508,NBA,dudlech02,790000,1993-94,1994,1993,Portland Trail Blazers
3509,NBA,dudlech02,3500000,1994-95,1995,1994,Portland Trail Blazers
3510,NBA,dudlech02,3800000,1995-96,1996,1995,Portland Trail Blazers
3511,NBA,dudlech02,4100000,1996-97,1997,1996,Portland Trail Blazers
3512,NBA,dudlech02,1135000,1997-98,1998,1997,New York Knicks
3513,NBA,dudlech02,7100000,1999-00,2000,1999,New York Knicks
3514,NBA,dudlech02,6200000,2000-01,2001,2000,Phoenix Suns
3515,NBA,dudlech02,6200000,2001-02,2002,2001,New Jersey Nets
3516,NBA,dudlech02,1000000,2001-02,2002,2001,Portland Trail Blazers
3517,NBA,dudlech02,1030000,2002-03,2003,2002,Portland Trail Blazers
3518,NBA,dudleja01,1137000,2007-08,2008,2007,Charlotte Bobcats
3519,NBA,dudleja01,1222320,2008-09,2009,2008,Phoenix Suns
3520,NBA,dudleja01,1307640,2009-10,2010,2009,Phoenix Suns
3521,NBA,dudleja01,2151068,2010-11,2011,2010,Phoenix Suns
3522,NBA,dudleja01,4250000,2011-12,2012,2011,Phoenix Suns
3523,NBA,dudleja01,4250000,2012-13,2013,2012,Phoenix Suns
3524,NBA,dudleja01,4250000,2013-14,2014,2013,Los Angeles Clippers
3525,NBA,dudleja01,4250000,2014-15,2015,2014,Milwaukee Bucks
3526,NBA,dudleja01,4250000,2015-16,2016,2015,Washington Wizards
3527,NBA,dudleja01,10470000,2016-17,2017,2016,Phoenix Suns
3528,NBA,dudleja01,10000000,2017-18,2018,2017,Phoenix Suns
3529,NBA,duhonch01,385277,2004-05,2005,2004,Chicago Bulls
3530,NBA,duhonch01,2800000,2005-06,2006,2005,Chicago Bulls
3531,NBA,duhonch01,3024000,2006-07,2007,2006,Chicago Bulls
3532,NBA,duhonch01,3248000,2007-08,2008,2007,Chicago Bulls
3533,NBA,duhonch01,5585000,2008-09,2009,2008,New York Knicks
3534,NBA,duhonch01,6031800,2009-10,2010,2009,New York Knicks
3535,NBA,duhonch01,3500000,2010-11,2011,2010,Orlando Magic
3536,NBA,duhonch01,3500000,2011-12,2012,2011,Orlando Magic
3537,NBA,duhonch01,3500000,2012-13,2013,2012,Los Angeles Lakers
3538,NBA,duhonch01,1500000,2013-14,2014,2013,Los Angeles Lakers
3539,NBA,dukandu01,525093,2015-16,2016,2015,Sacramento Kings
3540,NBA,dumarjo01,170000,1985-86,1986,1985,Detroit Pistons
3541,NBA,dumarjo01,120000,1986-87,1987,1986,Detroit Pistons
3542,NBA,dumarjo01,400000,1987-88,1988,1987,Detroit Pistons
3543,NBA,dumarjo01,400000,1988-89,1989,1988,Detroit Pistons
3544,NBA,dumarjo01,1330000,1989-90,1990,1989,Detroit Pistons
3545,NBA,dumarjo01,1035000,1990-91,1991,1990,Detroit Pistons
3546,NBA,dumarjo01,1295000,1991-92,1992,1991,Detroit Pistons
3547,NBA,dumarjo01,1339000,1992-93,1993,1992,Detroit Pistons
3548,NBA,dumarjo01,1280000,1993-94,1994,1993,Detroit Pistons
3549,NBA,dumarjo01,1096700,1994-95,1995,1994,Detroit Pistons
3550,NBA,dumarjo01,6881000,1995-96,1996,1995,Detroit Pistons
3551,NBA,dumarjo01,3075000,1996-97,1997,1996,Detroit Pistons
3552,NBA,dumarjo01,3000000,1997-98,1998,1997,Detroit Pistons
3553,NBA,dumarjo01,1000000,1998-99,1999,1998,Detroit Pistons
3554,NBA,dumarjo01,510000,1999-00,2000,1999,Detroit Pistons
3555,NBA,dumasri02,140000,1992-93,1993,1992,Phoenix Suns
3556,NBA,dumasri02,1300000,1993-94,1994,1993,Phoenix Suns
3557,NBA,dumasri02,225000,1995-96,1996,1995,Philadelphia 76ers
3558,NBA,dumasto01,700000,1994-95,1995,1994,Dallas Mavericks
3559,NBA,dumasto01,910000,1995-96,1996,1995,Dallas Mavericks
3560,NBA,dumasto01,1120000,1996-97,1997,1996,Phoenix Suns
3561,NBA,dumasto01,1330000,1997-98,1998,1997,Cleveland Cavaliers
3562,NBA,duncati01,2967840,1997-98,1998,1997,San Antonio Spurs
3563,NBA,duncati01,3413000,1998-99,1999,1998,San Antonio Spurs
3564,NBA,duncati01,3858240,1999-00,2000,1999,San Antonio Spurs
3565,NBA,duncati01,9660000,2000-01,2001,2000,San Antonio Spurs
3566,NBA,duncati01,10865250,2001-02,2002,2001,San Antonio Spurs
3567,NBA,duncati01,12072500,2002-03,2003,2002,San Antonio Spurs
3568,NBA,duncati01,12676125,2003-04,2004,2003,San Antonio Spurs
3569,NBA,duncati01,14260641,2004-05,2005,2004,San Antonio Spurs
3570,NBA,duncati01,15845156,2005-06,2006,2005,San Antonio Spurs
3571,NBA,duncati01,17429672,2006-07,2007,2006,San Antonio Spurs
3572,NBA,duncati01,19014188,2007-08,2008,2007,San Antonio Spurs
3573,NBA,duncati01,20598704,2008-09,2009,2008,San Antonio Spurs
3574,NBA,duncati01,22183220,2009-10,2010,2009,San Antonio Spurs
3575,NBA,duncati01,18700000,2010-11,2011,2010,San Antonio Spurs
3576,NBA,duncati01,21164619,2011-12,2012,2011,San Antonio Spurs
3577,NBA,duncati01,9638554,2012-13,2013,2012,San Antonio Spurs
3578,NBA,duncati01,10361446,2013-14,2014,2013,San Antonio Spurs
3579,NBA,duncati01,10000000,2014-15,2015,2014,San Antonio Spurs
3580,NBA,duncati01,5000000,2015-16,2016,2015,San Antonio Spurs
3581,NBA,duncati01,1881250,2016-17,2017,2016,San Antonio Spurs
3582,NBA,duncati01,1881250,2017-18,2018,2017,San Antonio Spurs
3583,NBA,dunlemi01,200000,1985-86,1986,1985,Milwaukee Bucks
3584,NBA,dunlemi02,3100080,2002-03,2003,2002,Golden State Warriors
3585,NBA,dunlemi02,3332520,2003-04,2004,2003,Golden State Warriors
3586,NBA,dunlemi02,3565080,2004-05,2005,2004,Golden State Warriors
3587,NBA,dunlemi02,4506261,2005-06,2006,2005,Golden State Warriors
3588,NBA,dunlemi02,7438016,2006-07,2007,2006,Indiana Pacers
3589,NBA,dunlemi02,8219008,2007-08,2008,2007,Indiana Pacers
3590,NBA,dunlemi02,9000000,2008-09,2009,2008,Indiana Pacers
3591,NBA,dunlemi02,9780992,2009-10,2010,2009,Indiana Pacers
3592,NBA,dunlemi02,10561984,2010-11,2011,2010,Indiana Pacers
3593,NBA,dunlemi02,3750000,2011-12,2012,2011,Milwaukee Bucks
3594,NBA,dunlemi02,3750000,2012-13,2013,2012,Milwaukee Bucks
3595,NBA,dunlemi02,3183000,2013-14,2014,2013,Chicago Bulls
3596,NBA,dunlemi02,3326235,2014-15,2015,2014,Chicago Bulls
3597,NBA,dunlemi02,4500000,2015-16,2016,2015,Chicago Bulls
3598,NBA,dunlemi02,4837500,2016-17,2017,2016,Atlanta Hawks
3599,NBA,dunlemi02,1662500,2017-18,2018,2017,Atlanta Hawks
3600,NBA,dunnkr01,3872520,2016-17,2017,2016,Minnesota Timberwolves
3601,NBA,dunnkr01,4046760,2017-18,2018,2017,Chicago Bulls
3602,NBA,dunntr01,225000,1985-86,1986,1985,Denver Nuggets
3603,NBA,dunntr01,350000,1987-88,1988,1987,Denver Nuggets
3604,NBA,duprero01,620046,2004-05,2005,2004,Detroit Pistons
3605,NBA,duprero01,719373,2005-06,2006,2005,Minnesota Timberwolves
3606,NBA,duprero01,771331,2006-07,2007,2006,Detroit Pistons
3607,NBA,duprero01,826046,2007-08,2008,2007,Detroit Pistons
3608,NBA,duprero01,58393,2010-11,2011,2010,Toronto Raptors
3609,NBA,duranke01,4171200,2007-08,2008,2007,Seattle SuperSonics
3610,NBA,duranke01,4484040,2008-09,2009,2008,Oklahoma City Thunder
3611,NBA,duranke01,4796880,2009-10,2010,2009,Oklahoma City Thunder
3612,NBA,duranke01,6053663,2010-11,2011,2010,Oklahoma City Thunder
3613,NBA,duranke01,15506632,2011-12,2012,2011,Oklahoma City Thunder
3614,NBA,duranke01,16669630,2012-13,2013,2012,Oklahoma City Thunder
3615,NBA,duranke01,17832627,2013-14,2014,2013,Oklahoma City Thunder
3616,NBA,duranke01,18995624,2014-15,2015,2014,Oklahoma City Thunder
3617,NBA,duranke01,20158622,2015-16,2016,2015,Oklahoma City Thunder
3618,NBA,duranke01,26540100,2016-17,2017,2016,Golden State Warriors
3619,NBA,duranke01,25000000,2017-18,2018,2017,Golden State Warriors
3620,NBA,durhapa01,126000,1994-95,1995,1994,Minnesota Timberwolves
3621,NBA,eacklle01,225000,1988-89,1989,1988,Washington Bullets
3622,NBA,eacklle01,605000,1990-91,1991,1990,Washington Bullets
3623,NBA,eacklle01,780000,1991-92,1992,1991,Washington Bullets
3624,NBA,eacklle01,780000,1992-93,1993,1992,Washington Bullets
3625,NBA,eacklle01,150000,1994-95,1995,1994,Miami Heat
3626,NBA,earlac01,650000,1993-94,1994,1993,Boston Celtics
3627,NBA,earlac01,845000,1994-95,1995,1994,Boston Celtics
3628,NBA,earlac01,1040000,1995-96,1996,1995,Toronto Raptors
3629,NBA,earlac01,1235000,1996-97,1997,1996,Toronto Raptors
3630,NBA,earlac01,1430000,1997-98,1998,1997,Milwaukee Bucks
3631,NBA,earlycl01,507336,2014-15,2015,2014,New York Knicks
3632,NBA,earlycl01,845059,2015-16,2016,2015,New York Knicks
3633,NBA,eatonma01,133000,1984-85,1985,1984,Utah Jazz
3634,NBA,eatonma01,445000,1985-86,1986,1985,Utah Jazz
3635,NBA,eatonma01,625000,1987-88,1988,1987,Utah Jazz
3636,NBA,eatonma01,675000,1988-89,1989,1988,Utah Jazz
3637,NBA,eatonma01,1300000,1989-90,1990,1989,Utah Jazz
3638,NBA,eatonma01,2000000,1990-91,1991,1990,Utah Jazz
3639,NBA,eatonma01,1333000,1991-92,1992,1991,Utah Jazz
3640,NBA,eatonma01,1333000,1992-93,1993,1992,Utah Jazz
3641,NBA,eatonma01,1333000,1993-94,1994,1993,Utah Jazz
3642,NBA,ebankde01,473604,2010-11,2011,2010,Los Angeles Lakers
3643,NBA,ebankde01,762195,2011-12,2012,2011,Los Angeles Lakers
3644,NBA,ebankde01,1054389,2012-13,2013,2012,Los Angeles Lakers
3645,NBA,ebind01,838560,2003-04,2004,2003,Minnesota Timberwolves
3646,NBA,ebind01,901440,2004-05,2005,2004,Minnesota Timberwolves
3647,NBA,ebind01,964320,2005-06,2006,2005,Minnesota Timberwolves
3648,NBA,ebind01,90000,2006-07,2007,2006,Dallas Mavericks
3649,NBA,eddieja01,29843,2014-15,2015,2014,Atlanta Hawks
3650,NBA,eddieja01,561716,2015-16,2016,2015,Washington Wizards
3651,NBA,eddieja01,175000,2016-17,2017,2016,Washington Wizards
3652,NBA,eddieja01,102898,2016-17,2017,2016,Phoenix Suns
3653,NBA,eddieja01,100353,2017-18,2018,2017,Chicago Bulls
3654,NBA,eddieja01,83129,2017-18,2018,2017,Boston Celtics
3655,NBA,eddiepa01,130000,1991-92,1992,1991,New York Knicks
3656,NBA,edneyty01,210000,1995-96,1996,1995,Sacramento Kings
3657,NBA,edneyty01,247500,1996-97,1997,1996,Sacramento Kings
3658,NBA,edneyty01,400000,1997-98,1998,1997,Boston Celtics
3659,NBA,edneyty01,523500,2000-01,2001,2000,Indiana Pacers
3660,NBA,edwarbl01,360000,1990-91,1991,1990,Utah Jazz
3661,NBA,edwarbl01,390000,1991-92,1992,1991,Utah Jazz
3662,NBA,edwarbl01,475000,1992-93,1993,1992,Milwaukee Bucks
3663,NBA,edwarbl01,1500000,1993-94,1994,1993,Milwaukee Bucks
3664,NBA,edwarbl01,1700000,1994-95,1995,1994,Boston Celtics
3665,NBA,edwarbl01,1900000,1995-96,1996,1995,Vancouver Grizzlies
3666,NBA,edwarbl01,2100000,1996-97,1997,1996,Vancouver Grizzlies
3667,NBA,edwarbl01,2300000,1997-98,1998,1997,Vancouver Grizzlies
3668,NBA,edwarbl01,850000,1998-99,1999,1998,Miami Heat
3669,NBA,edwarbl01,510000,1999-00,2000,1999,Miami Heat
3670,NBA,edwarco01,319498,2004-05,2005,2004,New Orleans Hornets
3671,NBA,edwardo01,650000,1993-94,1994,1993,Atlanta Hawks
3672,NBA,edwardo01,845000,1994-95,1995,1994,Atlanta Hawks
3673,NBA,edwardo01,1040000,1995-96,1996,1995,Vancouver Grizzlies
3674,NBA,edwardo01,247500,1996-97,1997,1996,Vancouver Grizzlies
3675,NBA,edwardo01,1430000,1997-98,1998,1997,Vancouver Grizzlies
3676,NBA,edwardo01,1625000,1998-99,1999,1998,Vancouver Grizzlies
3677,NBA,edwarfr01,100000,1985-86,1986,1985,Los Angeles Clippers
3678,NBA,edwarja01,406000,1984-85,1985,1984,Phoenix Suns
3679,NBA,edwarja01,500000,1985-86,1986,1985,Phoenix Suns
3680,NBA,edwarja01,600000,1987-88,1988,1987,Detroit Pistons
3681,NBA,edwarja01,800000,1988-89,1989,1988,Detroit Pistons
3682,NBA,edwarja01,935000,1990-91,1991,1990,Detroit Pistons
3683,NBA,edwarja01,933000,1991-92,1992,1991,Los Angeles Clippers
3684,NBA,edwarja01,1000000,1992-93,1993,1992,Los Angeles Lakers
3685,NBA,edwarja01,250000,1992-93,1993,1992,Los Angeles Clippers
3686,NBA,edwarja01,1300000,1993-94,1994,1993,Los Angeles Lakers
3687,NBA,edwarja01,325000,1994-95,1995,1994,Portland Trail Blazers
3688,NBA,edwarja01,225000,1995-96,1996,1995,Chicago Bulls
3689,NBA,edwarjo01,385277,2004-05,2005,2004,Indiana Pacers
3690,NBA,edwarjo01,1000000,2005-06,2006,2005,Atlanta Hawks
3691,NBA,edwarjo01,1080000,2006-07,2007,2006,Indiana Pacers
3692,NBA,edwarke01,300000,1988-89,1989,1988,Miami Heat
3693,NBA,edwarke01,425000,1990-91,1991,1990,Miami Heat
3694,NBA,edwarke01,600000,1991-92,1992,1991,Miami Heat
3695,NBA,edwarke01,750000,1992-93,1993,1992,Miami Heat
3696,NBA,edwarke01,1200000,1993-94,1994,1993,New Jersey Nets
3697,NBA,edwarke01,1560000,1994-95,1995,1994,New Jersey Nets
3698,NBA,edwarke01,1920000,1995-96,1996,1995,New Jersey Nets
3699,NBA,edwarke01,2280000,1996-97,1997,1996,New Jersey Nets
3700,NBA,edwarke01,2640000,1997-98,1998,1997,New Jersey Nets
3701,NBA,edwarke01,1000000,2000-01,2001,2000,Vancouver Grizzlies
3702,NBA,ehlocr01,80000,1984-85,1985,1984,Houston Rockets
3703,NBA,ehlocr01,105000,1985-86,1986,1985,Houston Rockets
3704,NBA,ehlocr01,175000,1987-88,1988,1987,Cleveland Cavaliers
3705,NBA,ehlocr01,300000,1988-89,1989,1988,Cleveland Cavaliers
3706,NBA,ehlocr01,925000,1990-91,1991,1990,Cleveland Cavaliers
3707,NBA,ehlocr01,925000,1991-92,1992,1991,Cleveland Cavaliers
3708,NBA,ehlocr01,1075000,1992-93,1993,1992,Cleveland Cavaliers
3709,NBA,ehlocr01,1200000,1993-94,1994,1993,Atlanta Hawks
3710,NBA,ehlocr01,2650000,1994-95,1995,1994,Atlanta Hawks
3711,NBA,ehlocr01,1855000,1995-96,1996,1995,Atlanta Hawks
3712,NBA,ehlocr01,360000,1996-97,1997,1996,Seattle SuperSonics
3713,NBA,ehlocr01,432081,1997-98,1998,1997,Seattle SuperSonics
3714,NBA,ehlocr01,504082,1998-99,1999,1998,Seattle SuperSonics
3715,NBA,eisleho01,150000,1994-95,1995,1994,Minnesota Timberwolves
3716,NBA,eisleho01,298000,1996-97,1997,1996,Utah Jazz
3717,NBA,eisleho01,1240000,1997-98,1998,1997,Utah Jazz
3718,NBA,eisleho01,1400000,1998-99,1999,1998,Utah Jazz
3719,NBA,eisleho01,1560000,1999-00,2000,1999,Utah Jazz
